id,original_id,labels,properties,depth,number,new,old_number 
36,d316a87f-a100-4530-9d7d-d48b1ced953f,Resource,name:uri:?adresse:?birthDate:?birthName:?capacité:?chef:?children:?clubsRésidents:?colorcode:?colours:?couleurs:?country:?débutConstruction:?dénominationChef:?fondation:?foundation:?fr:?group:?géolocalisation:?headquarters:?incomingRelationships:?lang:?languages:?latitude:?logo:?logoTaille:?longitude:?membership:?membershipYear:?nameEnglish:?nativeName:?nom:?office:?option:?outgoingRelationships:?ouverture:?parents:?party:?partyLogo:?pop:?population:?position:?présiAssemblée:?ref:?relations:?religions:?rénovation:?seats1Title:?seats2Title:?siège:?spouse:?surface:?termEnd:?termStart:?texte:?title:?trad:?years,7,11,0,Nan
37,4020fbf8-44e6-4780-b862-7f29d8230677,Resource,uri:?bgcolor:?couleurWiki:?country:?dénominationChef:?députés:?fgcolor:?fondation:?formation:?incomingRelationships:?logo:?mainOrgan:?mcaption:?motto:?msize:?name:?nameEnglish:?nameNative:?nom:?option:?outgoingRelationships:?pays:?purpose:?regionServed:?siteWeb:?siège:?sénateurs,7,3,0,Nan
38,e0130439-6277-4b9d-b268-2c4091717aea,Resource,uri:?affiliation1Title:?birthDate:?birthName:?birthPlace:?caption:?chef:?colorcode:?colors:?colours:?couleurBoîte:?couleurs:?country:?création:?deathDate:?deathPlace:?diffusion:?dénominationChef:?era:?fondation:?formatD'image:?foundation:?founded:?headquarters:?idéologie:?incomingRelationships:?logo:?logoTaille:?membership:?membershipYear:?mw:?name:?nameEnglish:?nativeName:?nom:?notableIdeas:?option:?outgoingRelationships:?parlement:?partyLogo:?position:?signature:?siège:?slogan:?species:?statut:?symbol:?tailleImage:?valeur:?voy:?wikt:?youthWing,6,14,0,Nan
39,390bdb43-b838-414c-a606-11e638ffb106,Resource,logo:outgoingRelationships:uri:?affiliation1Title:?chef:?colorcode:?couleurs:?country:?dénominationChef:?fondation:?foundation:?headquarters:?idéologie:?logoTaille:?membership:?membershipYear:?name:?nativeName:?nom:?option:?parlement:?position:?siège:?symbol,7,5,0,Nan
40,473ee837-d82f-48b1-bedc-d843d537f30a,Resource,logo:outgoingRelationships:uri:?chef:?couleurs:?country:?dénominationChef:?fondation:?foundation:?headquarters:?idéologie:?logoTaille:?membership:?name:?nativeName:?nom:?option:?parlement:?position:?siège,8,4,0,Nan
41,9353055e-3c71-4833-8c90-a9fcea889248,Resource,affiliation1Title:colorcode:country:headquarters:logo:membership:membershipYear:name:nativeName:outgoingRelationships:symbol:uri,8,1,0,Nan
42,f81289c9-7eec-4df1-8457-92b0fde45122,Resource,uri:?birthDate:?birthName:?birthPlace:?caption:?colorcode:?colors:?colours:?couleurBoîte:?country:?création:?deathDate:?deathPlace:?diffusion:?dénominationChef:?era:?fondation:?formatD'image:?foundation:?founded:?headquarters:?idéologie:?incomingRelationships:?logo:?logoTaille:?mw:?name:?nameEnglish:?nativeName:?nom:?notableIdeas:?option:?outgoingRelationships:?partyLogo:?signature:?siège:?slogan:?species:?statut:?symbol:?tailleImage:?valeur:?voy:?wikt:?youthWing,7,9,0,Nan
43,533df18f-ed95-4683-a07a-db5a3bc3b828,Resource,uri:?abbreviation:?adherents:?affiEuropéenne:?alexa:?author:?bgcolor:?budget:?campus:?caption:?chancellor:?chef:?colonnes:?colorcode:?commercial:?commons:?commonsTitre:?conditionVigueur:?couleurWiki:?couleurs:?country:?création:?currentStatus:?dateDeSignature:?diffusion:?dénominationChef:?european:?fgcolor:?flag:?fondation:?formatD'image:?formation:?foundation:?fr:?groupe:?headquarters:?idéologie:?imageTaille:?incomingRelationships:?lang:?launchDate:?leader1Title:?leaderName:?logo:?logoTaille:?légende:?mcaption:?membership:?merger:?motto:?mottoLang:?mottoeng:?msize:?name:?nameEnglish:?nameNative:?nativeName:?nativeNameLang:?newspaper:?nom:?nomsMembresAssemblée:?option:?outgoingRelationships:?owner:?parlement:?partyLogo:?partyName:?pop:?poptot:?présiAssemblée:?purpose:?regionServed:?registration:?religion:?seats3Title:?seats5Title:?size:?siège:?slogan:?statut:?students:?tailleImage:?type:?valeur:?viceChancellor:?wikiquote:?wikiquoteTitre:?wing:?youthWing,5,26,0,Nan
44,75f7eb3d-8f29-44ca-809a-037ca44dad35,Resource,uri:?abbreviation:?adherents:?alexa:?author:?bgcolor:?budget:?caption:?chef:?colorcode:?commercial:?conditionVigueur:?couleurs:?country:?currentStatus:?dateDeSignature:?dénominationChef:?european:?fgcolor:?fondation:?formation:?foundation:?imageTaille:?launchDate:?leaderName:?logo:?logoTaille:?légende:?mcaption:?membership:?motto:?msize:?name:?nativeName:?nom:?option:?outgoingRelationships:?owner:?pop:?poptot:?purpose:?regionServed:?registration:?religion:?size:?siège:?type:?valeur:?wikiquote:?wikiquoteTitre,6,11,0,Nan
45,659229a5-d63e-4b4f-acff-bc36b65edb70,Resource,name:outgoingRelationships:uri:?abbreviation:?bgcolor:?budget:?caption:?couleurs:?dénominationChef:?fgcolor:?fondation:?formation:?leaderName:?logo:?logoTaille:?mcaption:?membership:?motto:?msize:?nom:?option:?purpose:?regionServed:?size:?siège:?type:?valeur,7,4,0,Nan
46,1aa36a72-0eb6-40ee-b2f7-c82df3256346,Resource,uri:?adherents:?alexa:?author:?caption:?chef:?colorcode:?commercial:?conditionVigueur:?couleurs:?country:?currentStatus:?dateDeSignature:?dénominationChef:?european:?fondation:?foundation:?imageTaille:?launchDate:?logo:?logoTaille:?légende:?name:?nativeName:?nom:?option:?outgoingRelationships:?owner:?pop:?poptot:?registration:?religion:?siège:?type:?valeur:?wikiquote:?wikiquoteTitre,7,7,0,Nan
47,c3a1c735-11d0-4986-804e-1b7874ebb1bd,Resource,outgoingRelationships:uri:?affiEuropéenne:?campus:?chancellor:?colonnes:?colorcode:?commons:?commonsTitre:?couleurWiki:?couleurs:?country:?création:?diffusion:?dénominationChef:?european:?flag:?fondation:?formatD'image:?foundation:?fr:?groupe:?headquarters:?idéologie:?incomingRelationships:?lang:?leader1Title:?logo:?logoTaille:?membership:?merger:?motto:?mottoLang:?mottoeng:?name:?nameEnglish:?nameNative:?nativeName:?nativeNameLang:?newspaper:?nom:?nomsMembresAssemblée:?option:?parlement:?partyLogo:?partyName:?présiAssemblée:?seats3Title:?seats5Title:?siège:?slogan:?statut:?students:?tailleImage:?type:?valeur:?viceChancellor:?wing:?youthWing,6,15,0,Nan
48,c55c7852-47a4-4df2-a540-b47cc0b2155b,Resource,outgoingRelationships:uri:?colonnes:?colorcode:?commons:?commonsTitre:?couleurs:?country:?création:?diffusion:?dénominationChef:?flag:?fondation:?formatD'image:?foundation:?headquarters:?idéologie:?logo:?logoTaille:?membership:?name:?nameEnglish:?nameNative:?nativeName:?nom:?option:?parlement:?seats3Title:?siège:?slogan:?statut:?tailleImage:?wing:?youthWing,7,9,0,Nan
49,b73cfa8a-2bf9-4259-a168-11b3daa907fb,Resource,outgoingRelationships:uri:?colonnes:?colorcode:?commons:?commonsTitre:?couleurs:?country:?création:?diffusion:?dénominationChef:?flag:?fondation:?formatD'image:?foundation:?headquarters:?idéologie:?logo:?logoTaille:?membership:?name:?nameEnglish:?nameNative:?nativeName:?nom:?option:?seats3Title:?siège:?slogan:?statut:?tailleImage:?wing:?youthWing,8,7,0,Nan
50,92bf3a7e-9d5d-4f48-8963-babb43113a55,Resource,outgoingRelationships:uri:?colonnes:?colorcode:?couleurs:?country:?création:?diffusion:?dénominationChef:?flag:?fondation:?formatD'image:?foundation:?headquarters:?logo:?logoTaille:?membership:?name:?nameEnglish:?nameNative:?nativeName:?nom:?option:?seats3Title:?siège:?slogan:?statut:?tailleImage:?wing:?youthWing,9,6,0,Nan
51,35fd3cec-6736-40ec-91e4-6341ca710073,Resource,commons:commonsTitre:dénominationChef:fondation:idéologie:name:nom:option:outgoingRelationships:siège:uri,9,1,0,Nan
52,86dcb064-e52d-4fee-ae1e-efded71e3cc4,Resource,dénominationChef:fondation:logo:outgoingRelationships:siège:uri:?name:?nom:?parlement,8,2,0,Nan
53,05c9e03a-8467-419d-8669-401d802d6eea,Resource,outgoingRelationships:uri:?affiEuropéenne:?campus:?chancellor:?colonnes:?colorcode:?couleurWiki:?couleurs:?country:?dénominationChef:?european:?fondation:?foundation:?fr:?groupe:?headquarters:?idéologie:?incomingRelationships:?lang:?leader1Title:?logo:?merger:?motto:?mottoLang:?mottoeng:?name:?nameEnglish:?nativeName:?nativeNameLang:?newspaper:?nom:?nomsMembresAssemblée:?option:?partyLogo:?partyName:?présiAssemblée:?seats5Title:?siège:?students:?type:?valeur:?viceChancellor:?youthWing,7,6,0,Nan
54,e49cca6d-d413-4592-a7bc-cb2f061adacb,Resource,outgoingRelationships:uri:?affiEuropéenne:?campus:?chancellor:?colonnes:?couleurWiki:?couleurs:?country:?dénominationChef:?european:?fondation:?fr:?groupe:?idéologie:?incomingRelationships:?lang:?leader1Title:?logo:?motto:?mottoLang:?mottoeng:?name:?nameEnglish:?nativeName:?nativeNameLang:?newspaper:?nom:?nomsMembresAssemblée:?option:?présiAssemblée:?siège:?students:?type:?valeur:?viceChancellor,8,5,0,Nan
55,2e3768f2-3d9f-4706-99ea-32cbf94d78cc,Resource,name:outgoingRelationships:uri:?campus:?chancellor:?colonnes:?dénominationChef:?fondation:?fr:?groupe:?lang:?logo:?motto:?mottoLang:?mottoeng:?nativeName:?nativeNameLang:?nom:?nomsMembresAssemblée:?option:?students:?type:?viceChancellor,9,2,0,Nan
56,638b06cb-3f3c-4207-8dc5-16fa43b262aa,Resource,outgoingRelationships:uri:?affiEuropéenne:?couleurWiki:?couleurs:?country:?dénominationChef:?european:?fondation:?idéologie:?incomingRelationships:?lang:?leader1Title:?logo:?name:?nameEnglish:?nativeName:?newspaper:?nom:?option:?présiAssemblée:?siège:?valeur,9,3,0,Nan
57,33820598-9d30-4c75-9997-95af4abc3376,Resource,colorcode:country:foundation:headquarters:merger:name:nativeName:outgoingRelationships:partyLogo:partyName:seats5Title:uri:youthWing,8,1,0,Nan
58,846c0d3a-9791-44df-8c71-b746fdec7b48,Resource,uri:?capacity:?caption:?chancellor:?coatOfArms:?colorcode:?colours:?country:?director:?endowment:?established:?estate:?european:?flag:?formerNames:?foundation:?foundingYear:?fullname:?ideology:?imageName:?incomingRelationships:?leader1Title:?membership:?membershipYear:?motto:?mottoeng:?name:?nameEnglish:?nativeName:?opened:?outgoingRelationships:?partyLogo:?postgrad:?president:?renovated:?slogan:?staff:?students:?surface:?surname:?symbol:?title:?type:?undergrad:?years:?youthWing,4,7,0,Nan
59,d43aaa59-45f0-45c9-b3b4-aa52f9959a71,Resource,uri:?capacity:?caption:?chancellor:?coatOfArms:?colorcode:?colours:?country:?director:?endowment:?established:?estate:?european:?flag:?formerNames:?foundation:?foundingYear:?fullname:?ideology:?imageName:?incomingRelationships:?leader1Title:?membership:?membershipYear:?motto:?mottoeng:?name:?nameEnglish:?nativeName:?opened:?outgoingRelationships:?partyLogo:?postgrad:?renovated:?slogan:?staff:?surface:?surname:?symbol:?title:?type:?undergrad:?years:?youthWing,5,6,0,Nan
60,2667bee0-468f-4643-a2fe-9ab69658875b,Resource,name:uri:?capacity:?caption:?country:?director:?established:?formerNames:?fullname:?imageName:?opened:?outgoingRelationships:?postgrad:?renovated:?staff:?surface:?type:?undergrad,6,2,0,Nan
61,df82ed00-ca81-44ab-976f-d12ea70a57db,Resource,uri:?chancellor:?coatOfArms:?colorcode:?colours:?country:?endowment:?established:?estate:?european:?flag:?foundation:?foundingYear:?ideology:?incomingRelationships:?leader1Title:?membership:?membershipYear:?motto:?mottoeng:?name:?nameEnglish:?nativeName:?outgoingRelationships:?partyLogo:?postgrad:?slogan:?surname:?symbol:?title:?undergrad:?years:?youthWing,6,4,0,Nan
62,474d010b-aa8d-483c-9908-50d12881d237,Resource,established:name:nativeName:president:students:uri,5,1,0,Nan
63,d72dce50-0f89-4f05-bce6-1affd39b7cbe,Resource,uri:?Noautocat:?abbr:?abbreviation:?abréviationPostale:?académie:?activités:?adherents:?adhésion:?adjectifsDérivés:?adminCenter:?adminCenterType:?admittancedate:?admittanceorder:?adslChan:?affiInternationale:?affiliation:?affiliation1Title:?after:?align:?alignt:?alt:?altCoat:?altFlag:?altMap:?altMaxi:?altMini:?alternatename:?alternatif:?alternativeNames:?altitude:?ancienNom:?année:?annéeDébut:?annéeFin:?annéePop:?annéePopAgglomération:?annéePopDivisionA:?annéePopDivisionB:?annéePremièreÉdition:?aprHighC:?aprHumidity:?aprLowC:?aprMeanC:?aprPercentsun:?aprPrecipitationDays:?aprPrecipitationMm:?aprRainDays:?aprRainMm:?aprRecordHighC:?aprRecordLowC:?aprSnowDays:?aprSun:?après:?area:?areaBlank1Km:?areaBlank2Km:?areaCode:?areaKm:?areaLabel:?areaMagnitude:?areaMetroKm:?areaRank:?areaSource:?areaSqMi:?areaTotalKm:?areaTotalSqMi:?arearank:?arrondissement:?assemblée2groupe:?assemblée3groupe:?assemblée4groupe:?assemblée5groupe:?augHighC:?augHumidity:?augLowC:?augMeanC:?augPercentsun:?augPrecipitationDays:?augPrecipitationMm:?augRainDays:?augRainMm:?augRecordHighC:?augRecordLowC:?augSnowDays:?augSun:?auteur:?auteurs:?auteursOuvrage:?autorité:?autoroute:?autresLangues:?autresNoms:?avant:?background:?backgroundColor:?before:?bgcolor:?birthDate:?birthName:?blank:?blank1InfoSec:?blank1Name:?blank1Title:?blankInfoSec:?blankName:?blason:?blasonLien:?budget:?callingCode:?campus:?canton:?capital:?capitale:?caption:?captionAlign:?carte:?cctld:?centre:?champLibre:?charte:?chaîneSœur:?chercheurs:?chômage:?chômageAnnée:?cityMotto:?classementPopulation:?classementSuperficie:?coaSize:?coalition:?coatofarms:?codeMonnaie:?col:?col1width:?col2width:?col3width:?col4width:?col5width:?collection:?colonnes:?color:?colorcode:?colors:?colours:?colwidth:?commentaire:?commonLanguages:?commonName:?commons:?commonsTitre:?commune:?communeStatus:?communes:?complément:?comté:?conjoint:?conseilDesÉtats:?conseilNational:?consultéLe:?contenu:?continent:?conventionalLongName:?coordinatesDisplay:?coordinatesRegion:?coordinatesType:?coordonnéesCapitale:?couleur:?couleurBoîte:?couleurfamille:?country:?countryCode:?couronnement:?course:?cp:?criteria:?création:?currency:?currencyCode:?date:?dateAdmission:?dateDeDécès:?dateDeNaissance:?dateEnd:?dateEvent:?dateFormat:?dateFormation:?dateIndépendance:?dateOfBirth:?dateOfDeath:?dateP:?datePost:?datePre:?dateS:?dateStart:?datepopRurale:?datepopUrbaine:?de:?deathDate:?deathPlace:?decHighC:?decHumidity:?decLowC:?decMeanC:?decPercentsun:?decPrecipitationDays:?decPrecipitationMm:?decRainDays:?decRainMm:?decRecordHighC:?decRecordLowC:?decSnowDays:?decSun:?demographics1Info:?demographics1Title:?demographicsType:?demonym:?densityKm:?densityrank:?densité:?depuisLeFonction:?deputy:?descrCarte:?description:?dette:?detteAnnée:?deuxièmeCycle:?devise:?df:?diagramme:?diffusion:?diplômésAn:?directeur:?direction:?dirigeant:?dissolution:?distinctions:?district:?districts:?districtsDesignation:?districtsNumber:?divers:?doctorants:?domaineInternet:?drapeau:?drapeauLien:?drivesOn:?début:?décès:?dénomination:?dénominationChef:?département:?east:?effectifs:?electorate:?elevationFt:?elevationM:?elevationMaxM:?elevationMinM:?emblème:?empire:?enLigneLe:?end:?enfants:?englishmotto:?enseignants:?enseignantsChercheurs:?entetePrésident:?enteteSiège:?enteteTexte:?entityadjective:?era:?establishedDate:?establishedEvent:?establishedTitle:?etAl:?etAl.:?ethnicGroups:?ethnicGroupsYear:?euseats:?event:?eventEnd:?eventHeld:?eventPost:?eventPre:?eventStart:?evt:?evt10Date:?evt11Date:?evt1Date:?evt2Date:?evt3Date:?evt4Date:?evt5Date:?evt6Date:?evt7Date:?evt8Date:?evt9Date:?executive:?executiveMembers:?exécutif:?febHighC:?febHumidity:?febLowC:?febMeanC:?febPercentsun:?febPrecipitationDays:?febPrecipitationMm:?febRainDays:?febRainMm:?febRecordHighC:?febRecordLowC:?febSnowDays:?febSun:?fgcolor:?fin:?flag:?flagCaption:?flagImgPath:?flagP:?flagS:?flagSize:?flagType:?float:?fonction:?fondateur:?fondation:?footer:?footnoteA:?footnoteB:?footnoteC:?footnoteD:?footnoteE:?footnotes:?format:?formatD'image:?formatLivre:?formerNames:?foundation:?founded:?fr:?fsi:?fsiCategory:?fsiRank:?fsiYear:?fuseau:?fuseauHoraire:?gdpNominal:?gdpNominalPerCapita:?gdpNominalPerCapitaRank:?gdpNominalRank:?gdpNominalYear:?gdpPerCapita:?gdpPerCapitaRank:?gdpPpp:?gdpPppPerCapita:?gdpPppPerCapitaRank:?gdpPppRank:?gdpPppYear:?gdpRank:?gdpTotal:?gdpYear:?genre:?gentilé:?germanName:?gini:?giniChange:?giniRank:?giniYear:?gouvernement:?gouverneur:?governmentType:?group:?groupe:?géolocDépartement:?géolocPays:?géolocalisation:?habitant:?hdi:?hdiChange:?hdiRank:?hdiYear:?header:?headerAlign:?headquarters:?headsquarterters:?highest:?highestM:?houseseats:?hymne:?hymneNational:?iconeg:?id:?ideology:?idh:?idhAnnée:?idhCatégorie:?idhRang:?idéesRemarquables:?idéologie:?ietf:?image:?imageBlason:?imageCaption:?imageCarte:?imageCoat:?imageCoatOfArms:?imageCoatOfArmsSize:?imageDrapeau:?imageFlag:?imageFlagSize:?imageLogo:?imageMap:?imageMapCaption:?imageP:?imageSkyline:?imageSymbol:?imageloc:?imagesize:?img:?inaccurate:?incomingRelationships:?indicatifTéléphonique:?indicatiftel:?influenced:?influences:?infoDivers:?insee:?international:?is:?isbn:?iso:?iso3166code:?isocode:?issn:?janHighC:?janHumidity:?janLowC:?janMeanC:?janPercentsun:?janPrecipitationDays:?janPrecipitationMm:?janRainDays:?janRainMm:?janRecordHighC:?janRecordLowC:?janSnowDays:?janSun:?jour:?jourte:?julHighC:?julHumidity:?julLowC:?julMeanC:?julPercentsun:?julPrecipitationDays:?julPrecipitationMm:?julRainDays:?julRainMm:?julRecordHighC:?julRecordLowC:?julSnowDays:?julSun:?junHighC:?junHumidity:?junLowC:?junMeanC:?junPercentsun:?junPrecipitationDays:?junPrecipitationMm:?junRainDays:?junRainMm:?junRecordHighC:?junRecordLowC:?junSnowDays:?junSun:?jusqu'auFonction:?label:?labelMap:?labels:?landareaKm:?lang:?language:?languages:?languages2Type:?languagesType:?langue:?langueOriginale:?langueofficielle:?langues:?languesOfficielles:?largestCity:?largestSettlementType:?largestcity:?largestmetro:?latDeg:?latMin:?latd:?latitude:?latm:?latns:?lats:?lccn:?leader:?leader1Title:?leader1Type:?leader2Name:?leader2Title:?leader3Name:?leader3Title:?leader4Name:?leader4Title:?leader5Name:?leader5Title:?leaderName:?leaderTitle:?leadera10Date:?leadera11Date:?leadera12Date:?leadera13Date:?leadera1Date:?leadera2Date:?leadera3Date:?leadera4Date:?leadera5Date:?leadera6Date:?leadera7Date:?leadera8Date:?leadera9Date:?leaderb10Date:?leaderb1Date:?leaderb2Date:?leaderb3Date:?leaderb4Date:?leaderb5Date:?leaderb6Date:?leaderb7Date:?leaderb8Date:?leaderb9Date:?leaderc1Date:?leaderc2Date:?leaderc3Date:?leaderc4Date:?leaderc5Date:?leaderc6Date:?leaderc7Date:?leaderc8Date:?left:?legalized:?legende:?legislature:?lien:?lienAuteur:?lienBlason:?lienDrapeau:?lienPériodique:?lienVilles:?lienÉditeur:?lieu:?lieuDeDécès:?lieuDeNaissance:?lifeSpan:?lingua:?linkingName:?lireEnLigne:?list:?localNames:?localisation:?location:?locuteurs:?logo:?logoTaille:?logofile:?logosize:?lonDeg:?lonMin:?longd:?longew:?longitude:?longm:?longs:?lowest:?lowestM:?légende:?légendeBlason:?légendeCarte:?légendeDrapeau:?légendeImageloc:?législatif:?législature:?mainOrgan:?maire:?mandatMaire:?mapCaption:?mapWidth:?mapsize:?marHighC:?marHumidity:?marLowC:?marMeanC:?marPercentsun:?marPrecipitationDays:?marPrecipitationMm:?marRainDays:?marRainMm:?marRecordHighC:?marRecordLowC:?marSnowDays:?marSun:?mayHighC:?mayHumidity:?mayLowC:?mayMeanC:?mayPercentsun:?mayPrecipitationDays:?mayPrecipitationMm:?mayRainDays:?mayRainMm:?mayRecordHighC:?mayRecordLowC:?maySnowDays:?maySun:?mcaption:?membership:?membershipType:?membershipYear:?membre:?membres:?merger:?metricFirst:?metroAreaKm:?metroAreaPop:?mois:?monarque:?monnaie:?motto:?msize:?municipalitiesNumber:?mère:?naissance:?name:?nameEnglish:?nameNative:?nation:?national:?nationalAnthem:?nationalLanguages:?nationalMotto:?nationality:?nationalité:?nativeName:?nativeNameLang:?newspaper:?nick:?nickname:?niveau:?nom:?nom2Langue:?nomDe:?nomDeNaissance:?nomDirigeant:?nomDivers:?nomDiversDémographie:?nomDuParlement:?nomFrançais:?nomInfoDivers:?nomIt:?nomLocal:?nomOriginal:?nomRm:?nomlocuteurs:?nomnatif:?north:?northeast:?northwest:?notableworks:?novHighC:?novHumidity:?novLowC:?novMeanC:?novPercentsun:?novPrecipitationDays:?novPrecipitationMm:?novRainDays:?novRainMm:?novRecordHighC:?novRecordLowC:?novSnowDays:?novSun:?numéro:?numéroChapitre:?numéroD'édition:?numéroDansCollection:?occupation:?oclc:?octHighC:?octHumidity:?octLowC:?octMeanC:?octPercentsun:?octPrecipitationDays:?octPrecipitationMm:?octRainDays:?octRainMm:?octRecordHighC:?octRecordLowC:?octSnowDays:?octSun:?office:?officialLanguages:?officialName:?officiallang:?officielle:?oldid:?oral:?organisationsInternationales:?otherName:?outgoingRelationships:?p10Article:?p11Article:?p12Article:?p1Article:?p1Drapeau:?p2Article:?p3Article:?p4Article:?p5Article:?p6Article:?p7Article:?p8Article:?p9Article:?pages:?pagesTotales:?parliamentMembers:?parlée:?parti:?partie:?parts:?party:?partyLogo:?partyName:?passage:?pays:?paysFrontaliers:?paysIndépendance:?percentWater:?percentwater:?personneClé:?personnel:?pib:?pibAnnée:?pibHab:?pibHabnom:?pibNominal(2013)_:?pibPpa:?pibRang:?pibRank:?pibhabAnnée:?pibhabRang:?pibhabnomAnnée:?pibppaAnnée:?pibppaRang:?pibv:?pibvAnnée:?pictureFormat:?pluieJourAnn:?pluieJourAou:?pluieJourAvr:?pluieJourDec:?pluieJourFev:?pluieJourJan:?pluieJourJui:?pluieJourJul:?pluieJourMai:?pluieJourMar:?pluieJourNov:?pluieJourOct:?pluieJourSep:?plume:?plusGrandeVille:?pointCulminant:?pointLePlusBas:?pop2Date:?popDate:?popRef:?population:?populationAgglomération:?populationAnnée:?populationAsOf:?populationBlank:?populationBlank1Title:?populationBlank2Title:?populationBlank3Title:?populationCensus:?populationCensusRank:?populationCensusYear:?populationDate:?populationDemonym:?populationDensityKm:?populationDensityRank:?populationDensitySqMi:?populationDivisionA:?populationDivisionB:?populationEstimate:?populationEstimateRank:?populationEstimateYear:?populationGrowthYear:?populationMetro:?populationNotes:?populationRang:?populationRank:?populationRanking:?populationRurale:?populationTotal:?populationTotale:?populationUrbaine:?populationrank:?populationyear:?position:?postalCode:?postalCodeType:?postalabbreviation:?pourcentageEau:?precAnn:?precAou:?precAvr:?precDec:?precFev:?precJan:?precJui:?precJul:?precMai:?precMar:?precNov:?precOct:?precSep:?precipitationColour:?predecessor:?premierCycle:?premierMinistre:?president:?profession:?project:?prononciation:?propriétaire:?provinces:?prédécesseur:?préface:?prénom:?présentationEnLigne:?présiAssemblée:?président:?présidentDuConseil:?pseudonym:?publi:?purpose:?pushpinLabelPosition:?pushpinMap:?pushpinMapCaption:?pushpinMapsize:?période:?périodique:?qualité:?quote:?quoted:?rangAdmission:?ratio:?reason:?region:?regionServed:?religion:?representative:?responsabilité:?right:?région:?réimpression:?réélection:?s1Article:?s2Article:?salign:?satChan:?sbn:?sealSize:?seat:?seats1Title:?seats2Title:?seats3Title:?seats4Title:?seats5Title:?seats6Title:?seats7Title:?secretaryGeneral:?senateseats:?sepHighC:?sepHumidity:?sepLowC:?sepMeanC:?sepPercentsun:?sepPrecipitationDays:?sepPrecipitationMm:?sepRainDays:?sepRainMm:?sepRecordHighC:?sepRecordLowC:?sepSnowDays:?sepSun:?session:?sessionRoom:?settlementType:?share:?shareAsOf:?shortDescription:?shortName:?signature:?since:?singleLine:?site:?sitesTouristiques:?size:?siège:?siègesCommunes:?siègesExécutif:?siègesLégislatif:?siègesSénat:?slogan:?small:?soleilAnn:?soleilAou:?soleilAvr:?soleilDec:?soleilFev:?soleilJan:?soleilJui:?soleilJul:?soleilMai:?soleilMar:?soleilNov:?soleilOct:?soleilSep:?source:?sousTitre:?sousTitreOuvrage:?southwest:?sovereigntyNote:?sovereigntyType:?spokesperson:?start:?statArea:?statPop:?statYear:?state:?status:?statusText:?statut:?structure:?studentWing:?subdivisionType:?subdivisions:?successeur:?superficie:?superficieAgglomération:?superficieDate:?superficieDivisionB:?superficieEau:?superficieRang:?superficieTerre:?superficieTotale:?surnom:?symbol:?symbolType:?symbolWidth:?taille:?tailleBlason:?tailleCarte:?tailleDrapeau:?tailleImage:?temperatureColour:?term:?termEnd:?termStart:?terrChan:?text:?textColor:?texte:?thumb:?timeZone:?timeZoneDst:?timezone:?title:?titleLeader:?titlebar:?titre:?titreAutorité:?titreChapitre:?titreDirigeant:?titreLeadera:?titreLeaderb:?titreNuméro:?titreOriginal:?titreOuvrage:?titrePlusGrandeVille:?titreSiège:?titreViceRoi:?titreVolume:?tmaxAnn:?tmaxAou:?tmaxAvr:?tmaxDec:?tmaxFev:?tmaxJan:?tmaxJui:?tmaxJul:?tmaxMai:?tmaxMar:?tmaxNov:?tmaxOct:?tmaxSep:?tminAnn:?tminAou:?tminAvr:?tminDec:?tminFev:?tminJan:?tminJui:?tminJul:?tminMai:?tminMar:?tminNov:?tminOct:?tminSep:?tmoyAnn:?tmoyAou:?tmoyAvr:?tmoyDec:?tmoyFev:?tmoyJan:?tmoyJui:?tmoyJul:?tmoyMai:?tmoyMar:?tmoyNov:?tmoyOct:?tmoySep:?today:?tome:?totalType:?totalareaKm:?trad:?traducteur:?traductionTitre:?traductiondevise:?tri:?troisièmeCycle:?type:?typeChambre:?typeFormation:?typeGouvernement:?typeIndépendance:?typologie:?unitPrecipitationDays:?unitPref:?university:?université:?upright:?urbanAreaKm:?urbanPop:?url:?urlTexte:?utcOffset:?utcOffsetDst:?value:?viceRoi:?viceroytype:?ville:?volume:?vote:?voy:?wali:?wals:?waterArea:?waterareaKm:?weblabel:?website:?west:?whs:?width:?wikibooks:?wikibooksTitre:?wikidata:?wikinews:?wikinewsTitre:?wikiquote:?wikiquoteTitre:?wikisource:?wikisourceTitre:?wikiversity:?wikiversityTitre:?wikivoyage:?wikivoyageTitre:?wiktionary:?wiktionaryTitre:?wing:?wing1Title:?wing2Title:?wing3Title:?with:?year:?yearDeputy:?yearEnd:?yearHighC:?yearHumidity:?yearLeader:?yearLowC:?yearMeanC:?yearPercentsun:?yearPrecipitationDays:?yearPrecipitationMm:?yearRecordHighC:?yearRecordLowC:?yearRepresentative:?yearSnowDays:?yearStart:?yearSun:?years:?youthWing:?zone:?zonetampon:?àPartirDuFonction:?échantillon:?éditeur:?édition:?élection:?étendue:?étudiants:?œuvresPrincipales,2,165,0,Nan
