Node ID (sub-cluster),Relationship,Node ID (cluster)
11080,SUBTYPE,80009
11080,SUBTYPE,8910
11080,SUBTYPE,575
11080,SUBTYPE,76031
11080,SUBTYPE,67774
11080,SUBTYPE,2455
11080,SUBTYPE,7700
11080,SUBTYPE,72089
11080,SUBTYPE,759
11080,SUBTYPE,11440
11080,SUBTYPE,81448
11080,SUBTYPE,68042
11080,SUBTYPE,80323
11080,SUBTYPE,8880
11080,SUBTYPE,7213
11080,SUBTYPE,75038
11080,SUBTYPE,2190
11080,SUBTYPE,70877
11080,SUBTYPE,70768
11080,SUBTYPE,1362
11080,SUBTYPE,12288
11080,SUBTYPE,72242
11080,SUBTYPE,4943
11080,SUBTYPE,74566
11080,SUBTYPE,4853
11080,SUBTYPE,70459
11080,SUBTYPE,7570
11080,SUBTYPE,73435
11080,SUBTYPE,70219
11080,SUBTYPE,75083
11080,SUBTYPE,77155
11080,SUBTYPE,9695
11080,SUBTYPE,73778
11080,SUBTYPE,74512
11080,SUBTYPE,80413
11080,SUBTYPE,715
11080,SUBTYPE,76017
11080,SUBTYPE,73004
11080,SUBTYPE,77532
11080,SUBTYPE,11495
11080,SUBTYPE,9934
11080,SUBTYPE,2442
11080,SUBTYPE,11451
11080,SUBTYPE,70472
11080,SUBTYPE,70669
11080,SUBTYPE,5328
11080,SUBTYPE,3456
11080,SUBTYPE,72634
11080,SUBTYPE,77768
11080,SUBTYPE,1865
11080,SUBTYPE,69764
11080,SUBTYPE,1021
11080,SUBTYPE,71302
11080,SUBTYPE,7107
11080,SUBTYPE,11021
11080,SUBTYPE,2929
11080,SUBTYPE,5831
11080,SUBTYPE,74486
11080,SUBTYPE,881
11080,SUBTYPE,74206
11080,SUBTYPE,75688
11080,SUBTYPE,76363
11080,SUBTYPE,5461
11080,SUBTYPE,73912
11080,SUBTYPE,6570
11080,SUBTYPE,72314
11080,SUBTYPE,633
11080,SUBTYPE,3902
11080,SUBTYPE,79165
11080,SUBTYPE,9679
11080,SUBTYPE,73804
11080,SUBTYPE,68995
11080,SUBTYPE,12294
11080,SUBTYPE,81688
11080,SUBTYPE,7234
11080,SUBTYPE,78324
11080,SUBTYPE,77202
11080,SUBTYPE,3525
11080,SUBTYPE,6332
11080,SUBTYPE,10956
11080,SUBTYPE,81205
11080,SUBTYPE,2200
11080,SUBTYPE,70122
11080,SUBTYPE,2031
11080,SUBTYPE,5133
11080,SUBTYPE,70064
11080,SUBTYPE,11529
11080,SUBTYPE,262
11080,SUBTYPE,71139
11080,SUBTYPE,2529
11080,SUBTYPE,8132
11080,SUBTYPE,6619
11080,SUBTYPE,76145
11080,SUBTYPE,68336
11080,SUBTYPE,13850
11080,SUBTYPE,10037
11080,SUBTYPE,8739
11080,SUBTYPE,67390
11080,SUBTYPE,78740
11080,SUBTYPE,13339
11080,SUBTYPE,13154
11080,SUBTYPE,78550
11080,SUBTYPE,72936
11080,SUBTYPE,5666
11080,SUBTYPE,72963
11080,SUBTYPE,67743
11080,SUBTYPE,12551
11080,SUBTYPE,79145
11080,SUBTYPE,70926
11080,SUBTYPE,76612
11080,SUBTYPE,14812
11080,SUBTYPE,4428
11080,SUBTYPE,12592
11080,SUBTYPE,8488
11080,SUBTYPE,7897
11080,SUBTYPE,73975
11080,SUBTYPE,13443
11080,SUBTYPE,8899
11080,SUBTYPE,10283
11080,SUBTYPE,13438
11080,SUBTYPE,6518
11080,SUBTYPE,81069
11080,SUBTYPE,14602
11080,SUBTYPE,81111
11080,SUBTYPE,21
11080,SUBTYPE,4899
11080,SUBTYPE,76509
11080,SUBTYPE,9831
11080,SUBTYPE,2000
11080,SUBTYPE,6563
11080,SUBTYPE,79980
11080,SUBTYPE,5715
11080,SUBTYPE,71731
11080,SUBTYPE,76244
11080,SUBTYPE,73432
11080,SUBTYPE,67560
11080,SUBTYPE,4437
11080,SUBTYPE,79415
11080,SUBTYPE,73275
11080,SUBTYPE,7695
11080,SUBTYPE,8902
11080,SUBTYPE,3929
11080,SUBTYPE,523
11080,SUBTYPE,74231
11080,SUBTYPE,72618
11080,SUBTYPE,5352
11080,SUBTYPE,85
11080,SUBTYPE,68685
11080,SUBTYPE,72095
11080,SUBTYPE,14810
11080,SUBTYPE,6546
11080,SUBTYPE,9807
11080,SUBTYPE,76560
11080,SUBTYPE,80670
11080,SUBTYPE,69361
11080,SUBTYPE,77360
11080,SUBTYPE,68612
11080,SUBTYPE,81523
11080,SUBTYPE,80451
11080,SUBTYPE,5315
11080,SUBTYPE,71331
11080,SUBTYPE,70257
11080,SUBTYPE,8901
11080,SUBTYPE,76077
11080,SUBTYPE,67735
11080,SUBTYPE,76284
11080,SUBTYPE,8337
11080,SUBTYPE,67388
11080,SUBTYPE,68826
11080,SUBTYPE,471
11080,SUBTYPE,4094
11080,SUBTYPE,78780
11080,SUBTYPE,11097
11080,SUBTYPE,4468
11080,SUBTYPE,14194
11080,SUBTYPE,68922
11080,SUBTYPE,78350
11080,SUBTYPE,78597
11080,SUBTYPE,72063
11080,SUBTYPE,73910
11080,SUBTYPE,70287
11080,SUBTYPE,67132
11080,SUBTYPE,11841
11080,SUBTYPE,79820
11080,SUBTYPE,2661
11080,SUBTYPE,6510
11080,SUBTYPE,917
11080,SUBTYPE,13315
11080,SUBTYPE,12865
11080,SUBTYPE,68495
11080,SUBTYPE,76824
2845,SUBTYPE,13480
2845,SUBTYPE,3889
2845,SUBTYPE,2384
2845,SUBTYPE,9675
2845,SUBTYPE,4367
2845,SUBTYPE,80358
2845,SUBTYPE,76745
2845,SUBTYPE,75283
2845,SUBTYPE,7342
2845,SUBTYPE,3035
2845,SUBTYPE,4977
2845,SUBTYPE,75953
2845,SUBTYPE,11080
2845,SUBTYPE,3595
2845,SUBTYPE,1971
2845,SUBTYPE,81788
2845,SUBTYPE,67316
2845,SUBTYPE,69099
2845,SUBTYPE,79670
2845,SUBTYPE,80501
2845,SUBTYPE,77239
2845,SUBTYPE,70500
2845,SUBTYPE,14415
2845,SUBTYPE,80411
2845,SUBTYPE,71120
2845,SUBTYPE,241
2845,SUBTYPE,78466
2845,SUBTYPE,8237
2845,SUBTYPE,80515
2845,SUBTYPE,12323
2845,SUBTYPE,592
2845,SUBTYPE,81828
2845,SUBTYPE,72102
2845,SUBTYPE,11532
2845,SUBTYPE,70051
2845,SUBTYPE,75641
2845,SUBTYPE,77030
2845,SUBTYPE,71848
2845,SUBTYPE,73018
2845,SUBTYPE,80771
2845,SUBTYPE,70777
2845,SUBTYPE,6336
2845,SUBTYPE,74636
2845,SUBTYPE,75453
2845,SUBTYPE,6776
2845,SUBTYPE,76306
2845,SUBTYPE,78085
2845,SUBTYPE,6017
2845,SUBTYPE,8222
2845,SUBTYPE,1647
2845,SUBTYPE,1258
2845,SUBTYPE,14142
2845,SUBTYPE,14640
2845,SUBTYPE,70431
2845,SUBTYPE,79334
2845,SUBTYPE,79818
2845,SUBTYPE,6940
2845,SUBTYPE,6864
2845,SUBTYPE,79173
2845,SUBTYPE,13292
2845,SUBTYPE,69909
2845,SUBTYPE,12632
2845,SUBTYPE,10937
2845,SUBTYPE,72359
2845,SUBTYPE,1337
2845,SUBTYPE,13096
2845,SUBTYPE,6552
2845,SUBTYPE,12489
2845,SUBTYPE,80178
2845,SUBTYPE,67270
2845,SUBTYPE,7138
2845,SUBTYPE,5696
2845,SUBTYPE,79460
2845,SUBTYPE,9672
2845,SUBTYPE,75606
2845,SUBTYPE,9792
2845,SUBTYPE,80803
2845,SUBTYPE,6978
2845,SUBTYPE,67949
2845,SUBTYPE,2260
2845,SUBTYPE,81779
2845,SUBTYPE,9106
2845,SUBTYPE,71033
2845,SUBTYPE,12830
2845,SUBTYPE,5988
2845,SUBTYPE,2818
2845,SUBTYPE,13295
2845,SUBTYPE,14982
2845,SUBTYPE,76639
2845,SUBTYPE,6685
2845,SUBTYPE,3357
2845,SUBTYPE,80987
2845,SUBTYPE,76140
2845,SUBTYPE,77585
2845,SUBTYPE,76635
2845,SUBTYPE,79878
2845,SUBTYPE,12194
2845,SUBTYPE,12885
2845,SUBTYPE,81855
2845,SUBTYPE,72787
2845,SUBTYPE,3328
2845,SUBTYPE,7085
2845,SUBTYPE,10694
2845,SUBTYPE,6501
2845,SUBTYPE,81403
2845,SUBTYPE,69357
2845,SUBTYPE,71525
2845,SUBTYPE,12252
2845,SUBTYPE,6902
2845,SUBTYPE,80696
2845,SUBTYPE,80016
2845,SUBTYPE,69223
2845,SUBTYPE,77526
2845,SUBTYPE,72179
2845,SUBTYPE,394
2845,SUBTYPE,79266
2845,SUBTYPE,6519
2845,SUBTYPE,3579
2845,SUBTYPE,3398
2845,SUBTYPE,75434
2845,SUBTYPE,1672
2845,SUBTYPE,6435
2845,SUBTYPE,72884
2845,SUBTYPE,8698
2845,SUBTYPE,71878
2845,SUBTYPE,72159
2845,SUBTYPE,73823
2845,SUBTYPE,74234
2845,SUBTYPE,220
2845,SUBTYPE,81766
2845,SUBTYPE,4484
2845,SUBTYPE,81583
2845,SUBTYPE,384
2845,SUBTYPE,2356
2845,SUBTYPE,2670
2845,SUBTYPE,12317
2845,SUBTYPE,13477
2845,SUBTYPE,13226
2845,SUBTYPE,4583
2845,SUBTYPE,5846
2845,SUBTYPE,5813
2845,SUBTYPE,4652
2845,SUBTYPE,69928
2845,SUBTYPE,81497
2845,SUBTYPE,3567
2845,SUBTYPE,11772
2845,SUBTYPE,70210
2845,SUBTYPE,69059
2845,SUBTYPE,67322
2845,SUBTYPE,81438
2845,SUBTYPE,68013
2845,SUBTYPE,9097
2845,SUBTYPE,11489
2845,SUBTYPE,81067
2845,SUBTYPE,69949
2845,SUBTYPE,0
2845,SUBTYPE,78288
2845,SUBTYPE,76877
2845,SUBTYPE,76053
2845,SUBTYPE,6708
2845,SUBTYPE,4053
2845,SUBTYPE,70519
2845,SUBTYPE,77794
2845,SUBTYPE,78277
2845,SUBTYPE,76660
2845,SUBTYPE,78066
2845,SUBTYPE,1360
2845,SUBTYPE,2706
2845,SUBTYPE,11566
2845,SUBTYPE,3927
2845,SUBTYPE,72125
2845,SUBTYPE,80009
2845,SUBTYPE,8910
2845,SUBTYPE,575
2845,SUBTYPE,76031
2845,SUBTYPE,67774
2845,SUBTYPE,2455
2845,SUBTYPE,7700
2845,SUBTYPE,72089
2845,SUBTYPE,759
2845,SUBTYPE,11440
2845,SUBTYPE,81448
2845,SUBTYPE,68042
2845,SUBTYPE,80323
2845,SUBTYPE,8880
2845,SUBTYPE,7213
2845,SUBTYPE,75038
2845,SUBTYPE,2190
2845,SUBTYPE,70877
2845,SUBTYPE,70768
2845,SUBTYPE,1362
2845,SUBTYPE,12288
2845,SUBTYPE,72242
2845,SUBTYPE,4943
2845,SUBTYPE,74566
2845,SUBTYPE,4853
2845,SUBTYPE,70459
2845,SUBTYPE,7570
2845,SUBTYPE,73435
2845,SUBTYPE,70219
2845,SUBTYPE,75083
2845,SUBTYPE,77155
2845,SUBTYPE,9695
2845,SUBTYPE,73778
2845,SUBTYPE,74512
2845,SUBTYPE,80413
2845,SUBTYPE,715
2845,SUBTYPE,76017
2845,SUBTYPE,73004
2845,SUBTYPE,77532
2845,SUBTYPE,11495
2845,SUBTYPE,9934
2845,SUBTYPE,2442
2845,SUBTYPE,11451
2845,SUBTYPE,70472
2845,SUBTYPE,70669
2845,SUBTYPE,5328
2845,SUBTYPE,3456
2845,SUBTYPE,72634
2845,SUBTYPE,77768
2845,SUBTYPE,1865
2845,SUBTYPE,69764
2845,SUBTYPE,1021
2845,SUBTYPE,71302
2845,SUBTYPE,7107
2845,SUBTYPE,11021
2845,SUBTYPE,2929
2845,SUBTYPE,5831
2845,SUBTYPE,74486
2845,SUBTYPE,881
2845,SUBTYPE,74206
2845,SUBTYPE,75688
2845,SUBTYPE,76363
2845,SUBTYPE,5461
2845,SUBTYPE,73912
2845,SUBTYPE,6570
2845,SUBTYPE,72314
2845,SUBTYPE,633
2845,SUBTYPE,3902
2845,SUBTYPE,79165
2845,SUBTYPE,9679
2845,SUBTYPE,73804
2845,SUBTYPE,68995
2845,SUBTYPE,12294
2845,SUBTYPE,81688
2845,SUBTYPE,7234
2845,SUBTYPE,78324
2845,SUBTYPE,77202
2845,SUBTYPE,3525
2845,SUBTYPE,6332
2845,SUBTYPE,10956
2845,SUBTYPE,81205
2845,SUBTYPE,2200
2845,SUBTYPE,70122
2845,SUBTYPE,2031
2845,SUBTYPE,5133
2845,SUBTYPE,70064
2845,SUBTYPE,11529
2845,SUBTYPE,262
2845,SUBTYPE,71139
2845,SUBTYPE,2529
2845,SUBTYPE,8132
2845,SUBTYPE,6619
2845,SUBTYPE,76145
2845,SUBTYPE,68336
2845,SUBTYPE,13850
2845,SUBTYPE,10037
2845,SUBTYPE,8739
2845,SUBTYPE,67390
2845,SUBTYPE,78740
2845,SUBTYPE,13339
2845,SUBTYPE,13154
2845,SUBTYPE,78550
2845,SUBTYPE,72936
2845,SUBTYPE,5666
2845,SUBTYPE,72963
2845,SUBTYPE,67743
2845,SUBTYPE,12551
2845,SUBTYPE,79145
2845,SUBTYPE,70926
2845,SUBTYPE,76612
2845,SUBTYPE,14812
2845,SUBTYPE,4428
2845,SUBTYPE,12592
2845,SUBTYPE,8488
2845,SUBTYPE,7897
2845,SUBTYPE,73975
2845,SUBTYPE,13443
2845,SUBTYPE,8899
2845,SUBTYPE,10283
2845,SUBTYPE,13438
2845,SUBTYPE,6518
2845,SUBTYPE,81069
2845,SUBTYPE,14602
2845,SUBTYPE,81111
2845,SUBTYPE,21
2845,SUBTYPE,4899
2845,SUBTYPE,76509
2845,SUBTYPE,9831
2845,SUBTYPE,2000
2845,SUBTYPE,6563
2845,SUBTYPE,79980
2845,SUBTYPE,5715
2845,SUBTYPE,71731
2845,SUBTYPE,76244
2845,SUBTYPE,73432
2845,SUBTYPE,67560
2845,SUBTYPE,4437
2845,SUBTYPE,79415
2845,SUBTYPE,73275
2845,SUBTYPE,7695
2845,SUBTYPE,8902
2845,SUBTYPE,3929
2845,SUBTYPE,523
2845,SUBTYPE,74231
2845,SUBTYPE,72618
2845,SUBTYPE,5352
2845,SUBTYPE,85
2845,SUBTYPE,68685
2845,SUBTYPE,72095
2845,SUBTYPE,14810
2845,SUBTYPE,6546
2845,SUBTYPE,9807
2845,SUBTYPE,76560
2845,SUBTYPE,80670
2845,SUBTYPE,69361
2845,SUBTYPE,77360
2845,SUBTYPE,68612
2845,SUBTYPE,81523
2845,SUBTYPE,80451
2845,SUBTYPE,5315
2845,SUBTYPE,71331
2845,SUBTYPE,70257
2845,SUBTYPE,8901
2845,SUBTYPE,76077
2845,SUBTYPE,67735
2845,SUBTYPE,76284
2845,SUBTYPE,8337
2845,SUBTYPE,67388
2845,SUBTYPE,68826
2845,SUBTYPE,471
2845,SUBTYPE,4094
2845,SUBTYPE,78780
2845,SUBTYPE,11097
2845,SUBTYPE,4468
2845,SUBTYPE,14194
2845,SUBTYPE,68922
2845,SUBTYPE,78350
2845,SUBTYPE,78597
2845,SUBTYPE,72063
2845,SUBTYPE,73910
2845,SUBTYPE,70287
2845,SUBTYPE,67132
2845,SUBTYPE,11841
2845,SUBTYPE,79820
2845,SUBTYPE,2661
2845,SUBTYPE,6510
2845,SUBTYPE,917
2845,SUBTYPE,13315
2845,SUBTYPE,12865
2845,SUBTYPE,68495
2845,SUBTYPE,76824
3595,SUBTYPE,13480
3595,SUBTYPE,3889
3595,SUBTYPE,2384
3595,SUBTYPE,9675
3595,SUBTYPE,4367
3595,SUBTYPE,80358
3595,SUBTYPE,76745
3595,SUBTYPE,75283
3595,SUBTYPE,7342
3595,SUBTYPE,3035
3595,SUBTYPE,4977
3595,SUBTYPE,75953
3595,SUBTYPE,11080
3595,SUBTYPE,2845
3595,SUBTYPE,1971
3595,SUBTYPE,81788
3595,SUBTYPE,67316
3595,SUBTYPE,69099
3595,SUBTYPE,79670
3595,SUBTYPE,80501
3595,SUBTYPE,77239
3595,SUBTYPE,70500
3595,SUBTYPE,14415
3595,SUBTYPE,80411
3595,SUBTYPE,71120
3595,SUBTYPE,241
3595,SUBTYPE,78466
3595,SUBTYPE,8237
3595,SUBTYPE,80515
3595,SUBTYPE,12323
3595,SUBTYPE,592
3595,SUBTYPE,81828
3595,SUBTYPE,72102
3595,SUBTYPE,11532
3595,SUBTYPE,70051
3595,SUBTYPE,75641
3595,SUBTYPE,77030
3595,SUBTYPE,71848
3595,SUBTYPE,73018
3595,SUBTYPE,80771
3595,SUBTYPE,70777
3595,SUBTYPE,6336
3595,SUBTYPE,74636
3595,SUBTYPE,75453
3595,SUBTYPE,6776
3595,SUBTYPE,76306
3595,SUBTYPE,78085
3595,SUBTYPE,6017
3595,SUBTYPE,8222
3595,SUBTYPE,1647
3595,SUBTYPE,1258
3595,SUBTYPE,14142
3595,SUBTYPE,14640
3595,SUBTYPE,70431
3595,SUBTYPE,79334
3595,SUBTYPE,79818
3595,SUBTYPE,6940
3595,SUBTYPE,6864
3595,SUBTYPE,79173
3595,SUBTYPE,13292
3595,SUBTYPE,69909
3595,SUBTYPE,12632
3595,SUBTYPE,10937
3595,SUBTYPE,72359
3595,SUBTYPE,1337
3595,SUBTYPE,13096
3595,SUBTYPE,6552
3595,SUBTYPE,12489
3595,SUBTYPE,80178
3595,SUBTYPE,67270
3595,SUBTYPE,7138
3595,SUBTYPE,5696
3595,SUBTYPE,79460
3595,SUBTYPE,9672
3595,SUBTYPE,75606
3595,SUBTYPE,9792
3595,SUBTYPE,80803
3595,SUBTYPE,6978
3595,SUBTYPE,67949
3595,SUBTYPE,2260
3595,SUBTYPE,81779
3595,SUBTYPE,9106
3595,SUBTYPE,71033
3595,SUBTYPE,12830
3595,SUBTYPE,5988
3595,SUBTYPE,2818
3595,SUBTYPE,13295
3595,SUBTYPE,14982
3595,SUBTYPE,76639
3595,SUBTYPE,6685
3595,SUBTYPE,3357
3595,SUBTYPE,80987
3595,SUBTYPE,76140
3595,SUBTYPE,77585
3595,SUBTYPE,76635
3595,SUBTYPE,79878
3595,SUBTYPE,12194
3595,SUBTYPE,12885
3595,SUBTYPE,81855
3595,SUBTYPE,72787
3595,SUBTYPE,3328
3595,SUBTYPE,7085
3595,SUBTYPE,10694
3595,SUBTYPE,6501
3595,SUBTYPE,81403
3595,SUBTYPE,69357
3595,SUBTYPE,71525
3595,SUBTYPE,12252
3595,SUBTYPE,6902
3595,SUBTYPE,80696
3595,SUBTYPE,80016
3595,SUBTYPE,69223
3595,SUBTYPE,77526
3595,SUBTYPE,72179
3595,SUBTYPE,394
3595,SUBTYPE,79266
3595,SUBTYPE,6519
3595,SUBTYPE,3579
3595,SUBTYPE,3398
3595,SUBTYPE,75434
3595,SUBTYPE,1672
3595,SUBTYPE,6435
3595,SUBTYPE,72884
3595,SUBTYPE,8698
3595,SUBTYPE,71878
3595,SUBTYPE,72159
3595,SUBTYPE,73823
3595,SUBTYPE,74234
3595,SUBTYPE,220
3595,SUBTYPE,81766
3595,SUBTYPE,4484
3595,SUBTYPE,81583
3595,SUBTYPE,384
3595,SUBTYPE,2356
3595,SUBTYPE,2670
3595,SUBTYPE,12317
3595,SUBTYPE,13477
3595,SUBTYPE,13226
3595,SUBTYPE,4583
3595,SUBTYPE,5846
3595,SUBTYPE,5813
3595,SUBTYPE,4652
3595,SUBTYPE,69928
3595,SUBTYPE,81497
3595,SUBTYPE,3567
3595,SUBTYPE,11772
3595,SUBTYPE,70210
3595,SUBTYPE,69059
3595,SUBTYPE,67322
3595,SUBTYPE,81438
3595,SUBTYPE,68013
3595,SUBTYPE,9097
3595,SUBTYPE,11489
3595,SUBTYPE,81067
3595,SUBTYPE,69949
3595,SUBTYPE,0
3595,SUBTYPE,78288
3595,SUBTYPE,76877
3595,SUBTYPE,76053
3595,SUBTYPE,6708
3595,SUBTYPE,4053
3595,SUBTYPE,70519
3595,SUBTYPE,77794
3595,SUBTYPE,78277
3595,SUBTYPE,76660
3595,SUBTYPE,78066
3595,SUBTYPE,1360
3595,SUBTYPE,2706
3595,SUBTYPE,11566
3595,SUBTYPE,3927
3595,SUBTYPE,72125
3595,SUBTYPE,80009
3595,SUBTYPE,8910
3595,SUBTYPE,575
3595,SUBTYPE,76031
3595,SUBTYPE,67774
3595,SUBTYPE,2455
3595,SUBTYPE,7700
3595,SUBTYPE,72089
3595,SUBTYPE,759
3595,SUBTYPE,11440
3595,SUBTYPE,81448
3595,SUBTYPE,68042
3595,SUBTYPE,80323
3595,SUBTYPE,8880
3595,SUBTYPE,7213
3595,SUBTYPE,75038
3595,SUBTYPE,2190
3595,SUBTYPE,70877
3595,SUBTYPE,70768
3595,SUBTYPE,1362
3595,SUBTYPE,12288
3595,SUBTYPE,72242
3595,SUBTYPE,4943
3595,SUBTYPE,74566
3595,SUBTYPE,4853
3595,SUBTYPE,70459
3595,SUBTYPE,7570
3595,SUBTYPE,73435
3595,SUBTYPE,70219
3595,SUBTYPE,75083
3595,SUBTYPE,77155
3595,SUBTYPE,9695
3595,SUBTYPE,73778
3595,SUBTYPE,74512
3595,SUBTYPE,80413
3595,SUBTYPE,715
3595,SUBTYPE,76017
3595,SUBTYPE,73004
3595,SUBTYPE,77532
3595,SUBTYPE,11495
3595,SUBTYPE,9934
3595,SUBTYPE,2442
3595,SUBTYPE,11451
3595,SUBTYPE,70472
3595,SUBTYPE,70669
3595,SUBTYPE,5328
3595,SUBTYPE,3456
3595,SUBTYPE,72634
3595,SUBTYPE,77768
3595,SUBTYPE,1865
3595,SUBTYPE,69764
3595,SUBTYPE,1021
3595,SUBTYPE,71302
3595,SUBTYPE,7107
3595,SUBTYPE,11021
3595,SUBTYPE,2929
3595,SUBTYPE,5831
3595,SUBTYPE,74486
3595,SUBTYPE,881
3595,SUBTYPE,74206
3595,SUBTYPE,75688
3595,SUBTYPE,76363
3595,SUBTYPE,5461
3595,SUBTYPE,73912
3595,SUBTYPE,6570
3595,SUBTYPE,72314
3595,SUBTYPE,633
3595,SUBTYPE,3902
3595,SUBTYPE,79165
3595,SUBTYPE,9679
3595,SUBTYPE,73804
3595,SUBTYPE,68995
3595,SUBTYPE,12294
3595,SUBTYPE,81688
3595,SUBTYPE,7234
3595,SUBTYPE,78324
3595,SUBTYPE,77202
3595,SUBTYPE,3525
3595,SUBTYPE,6332
3595,SUBTYPE,10956
3595,SUBTYPE,81205
3595,SUBTYPE,2200
3595,SUBTYPE,70122
3595,SUBTYPE,2031
3595,SUBTYPE,5133
3595,SUBTYPE,70064
3595,SUBTYPE,11529
3595,SUBTYPE,262
3595,SUBTYPE,71139
3595,SUBTYPE,2529
3595,SUBTYPE,8132
3595,SUBTYPE,6619
3595,SUBTYPE,76145
3595,SUBTYPE,68336
3595,SUBTYPE,13850
3595,SUBTYPE,10037
3595,SUBTYPE,8739
3595,SUBTYPE,67390
3595,SUBTYPE,78740
3595,SUBTYPE,13339
3595,SUBTYPE,13154
3595,SUBTYPE,78550
3595,SUBTYPE,72936
3595,SUBTYPE,5666
3595,SUBTYPE,72963
3595,SUBTYPE,67743
3595,SUBTYPE,12551
3595,SUBTYPE,79145
3595,SUBTYPE,70926
3595,SUBTYPE,76612
3595,SUBTYPE,14812
3595,SUBTYPE,4428
3595,SUBTYPE,12592
3595,SUBTYPE,8488
3595,SUBTYPE,7897
3595,SUBTYPE,73975
3595,SUBTYPE,13443
3595,SUBTYPE,8899
3595,SUBTYPE,10283
3595,SUBTYPE,13438
3595,SUBTYPE,6518
3595,SUBTYPE,81069
3595,SUBTYPE,14602
3595,SUBTYPE,81111
3595,SUBTYPE,21
3595,SUBTYPE,4899
3595,SUBTYPE,76509
3595,SUBTYPE,9831
3595,SUBTYPE,2000
3595,SUBTYPE,6563
3595,SUBTYPE,79980
3595,SUBTYPE,5715
3595,SUBTYPE,71731
3595,SUBTYPE,76244
3595,SUBTYPE,73432
3595,SUBTYPE,67560
3595,SUBTYPE,4437
3595,SUBTYPE,79415
3595,SUBTYPE,73275
3595,SUBTYPE,7695
3595,SUBTYPE,8902
3595,SUBTYPE,3929
3595,SUBTYPE,523
3595,SUBTYPE,74231
3595,SUBTYPE,72618
3595,SUBTYPE,5352
3595,SUBTYPE,85
3595,SUBTYPE,68685
3595,SUBTYPE,72095
3595,SUBTYPE,14810
3595,SUBTYPE,6546
3595,SUBTYPE,9807
3595,SUBTYPE,76560
3595,SUBTYPE,80670
3595,SUBTYPE,69361
3595,SUBTYPE,77360
3595,SUBTYPE,68612
3595,SUBTYPE,81523
3595,SUBTYPE,80451
3595,SUBTYPE,5315
3595,SUBTYPE,71331
3595,SUBTYPE,70257
3595,SUBTYPE,8901
3595,SUBTYPE,76077
3595,SUBTYPE,67735
3595,SUBTYPE,76284
3595,SUBTYPE,8337
3595,SUBTYPE,67388
3595,SUBTYPE,68826
3595,SUBTYPE,471
3595,SUBTYPE,4094
3595,SUBTYPE,78780
3595,SUBTYPE,11097
3595,SUBTYPE,4468
3595,SUBTYPE,14194
3595,SUBTYPE,68922
3595,SUBTYPE,78350
3595,SUBTYPE,78597
3595,SUBTYPE,72063
3595,SUBTYPE,73910
3595,SUBTYPE,70287
3595,SUBTYPE,67132
3595,SUBTYPE,11841
3595,SUBTYPE,79820
3595,SUBTYPE,2661
3595,SUBTYPE,6510
3595,SUBTYPE,917
3595,SUBTYPE,13315
3595,SUBTYPE,12865
3595,SUBTYPE,68495
3595,SUBTYPE,76824
1971,SUBTYPE,13480
1971,SUBTYPE,3889
1971,SUBTYPE,2384
1971,SUBTYPE,9675
1971,SUBTYPE,4367
1971,SUBTYPE,80358
1971,SUBTYPE,76745
1971,SUBTYPE,75283
1971,SUBTYPE,7342
1971,SUBTYPE,3035
1971,SUBTYPE,4977
1971,SUBTYPE,75953
1971,SUBTYPE,11080
1971,SUBTYPE,2845
1971,SUBTYPE,3595
1971,SUBTYPE,81788
1971,SUBTYPE,67316
1971,SUBTYPE,69099
1971,SUBTYPE,79670
1971,SUBTYPE,80501
1971,SUBTYPE,77239
1971,SUBTYPE,70500
1971,SUBTYPE,14415
1971,SUBTYPE,80411
1971,SUBTYPE,71120
1971,SUBTYPE,241
1971,SUBTYPE,78466
1971,SUBTYPE,8237
1971,SUBTYPE,80515
1971,SUBTYPE,12323
1971,SUBTYPE,592
1971,SUBTYPE,81828
1971,SUBTYPE,72102
1971,SUBTYPE,11532
1971,SUBTYPE,70051
1971,SUBTYPE,75641
1971,SUBTYPE,77030
1971,SUBTYPE,71848
1971,SUBTYPE,73018
1971,SUBTYPE,80771
1971,SUBTYPE,70777
1971,SUBTYPE,6336
1971,SUBTYPE,74636
1971,SUBTYPE,75453
1971,SUBTYPE,6776
1971,SUBTYPE,76306
1971,SUBTYPE,78085
1971,SUBTYPE,6017
1971,SUBTYPE,8222
1971,SUBTYPE,1647
1971,SUBTYPE,1258
1971,SUBTYPE,14142
1971,SUBTYPE,14640
1971,SUBTYPE,70431
1971,SUBTYPE,79334
1971,SUBTYPE,79818
1971,SUBTYPE,6940
1971,SUBTYPE,6864
1971,SUBTYPE,79173
1971,SUBTYPE,13292
1971,SUBTYPE,69909
1971,SUBTYPE,12632
1971,SUBTYPE,10937
1971,SUBTYPE,72359
1971,SUBTYPE,1337
1971,SUBTYPE,13096
1971,SUBTYPE,6552
1971,SUBTYPE,12489
1971,SUBTYPE,80178
1971,SUBTYPE,67270
1971,SUBTYPE,7138
1971,SUBTYPE,5696
1971,SUBTYPE,79460
1971,SUBTYPE,9672
1971,SUBTYPE,75606
1971,SUBTYPE,9792
1971,SUBTYPE,80803
1971,SUBTYPE,6978
1971,SUBTYPE,67949
1971,SUBTYPE,2260
1971,SUBTYPE,81779
1971,SUBTYPE,9106
1971,SUBTYPE,71033
1971,SUBTYPE,12830
1971,SUBTYPE,5988
1971,SUBTYPE,2818
